fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc,model_name,result_dir
3,340,340,"463,401",1,0.5480404551201011,0.5230352282524109,0.6814041137695312,0.72,0.9230769230769232,0.48,0.631578947368421,0.8395,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
4,342,342,"999,368",138,0.8369565217391305,0.7058823704719543,0.5639311671257019,0.5102040816326531,0.5102040816326531,1.0,0.6756756756756757,0.1087499999999999,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
5,346,346,"311,444",69,0.9626529298132648,0.824999988079071,0.3970618844032287,0.303030303030303,0.3381294964028777,0.5053763440860215,0.4051724137931034,0.1830005120327701,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
6,368,368,"342,315",1,0.5156549520766773,0.470886081457138,0.7237621545791626,0.9476439790575916,0.96875,0.93,0.9489795918367347,0.9687912087912088,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
7,401,401,"311,342",6,0.6046658259773013,0.6010100841522217,0.6752563714981079,0.5443786982248521,1.0,0.0253164556962025,0.0493827160493827,0.7645569620253164,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
8,421,421,"444,999",21,0.8300064391500322,0.6399999856948853,0.669707715511322,0.5151515151515151,1.0,0.0303030303030303,0.0588235294117647,0.659218447097235,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
9,444,444,"342,999",1,0.4790996784565916,0.4671717286109924,0.7055437564849854,0.295,0.0232558139534883,0.01,0.0139860139860139,0.1277,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
10,463,463,"401,444",1,0.6618204804045512,0.5501354932785034,0.6713076829910278,0.42,0.448051948051948,0.69,0.5433070866141733,0.3328000000000001,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
11,999,999,"401,311",47,0.7174462705436156,0.6910569071769714,0.5934327840805054,0.52,0.5526315789473685,0.21,0.3043478260869565,0.4294999999999999,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
1,311,311,"421,368",91,0.6370038412291933,0.6760925650596619,0.6213083267211914,0.685,0.6761904761904762,0.71,0.6926829268292682,0.7571,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
2,315,315,"421,340",6,0.584942084942085,0.5678392052650452,0.686026930809021,0.4221105527638191,0.4523809523809524,0.7676767676767676,0.5692883895131086,0.4553535353535354,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
3,340,340,"463,401",58,0.7168141592920354,0.6287263035774231,0.6519690155982971,0.55,0.6041666666666666,0.29,0.3918918918918919,0.6559,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
4,342,342,"999,368",39,0.7205882352941176,0.7493606209754944,0.5363284945487976,0.4387755102040816,0.4705882352941176,0.8,0.5925925925925926,0.4038541666666666,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
5,346,346,"311,444",122,0.8274307791371539,0.824999988079071,0.4676186740398407,0.404040404040404,0.4213836477987421,0.7204301075268817,0.5317460317460317,0.3020993343573989,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
6,368,368,"342,315",1,0.5047923322683706,0.4481012523174286,0.7213225364685059,0.6858638743455497,0.6538461538461539,0.85,0.7391304347826086,0.7357142857142857,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
7,401,401,"311,342",12,0.6809583858764187,0.6237373948097229,0.6545875668525696,0.5739644970414202,0.6206896551724138,0.2278481012658227,0.3333333333333333,0.6434599156118144,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
8,421,421,"444,999",239,0.7630392788151964,0.5975000262260437,0.6591878533363342,0.5353535353535354,1.0,0.0707070707070707,0.1320754716981132,0.7626772778287929,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
9,444,444,"342,999",9,0.5286173633440514,0.4898989796638489,0.708370566368103,0.505,0.5161290322580645,0.16,0.2442748091603053,0.5655,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
10,463,463,"401,444",8,0.7206068268015171,0.7317073345184326,0.5731949806213379,0.495,0.4931506849315068,0.36,0.4161849710982659,0.4758,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
11,999,999,"401,311",58,0.8375474083438685,0.8211382031440735,0.4195301830768585,0.515,1.0,0.03,0.058252427184466,0.6785000000000001,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\hybrid_cnn
